Frame,Normalized Right Eye Openness (%),Normalized Left Eye Openness (%),Right Eye Openness,Left Eye Openness
frame_0,75.4385991913387,74.03137915549335,0.22094589523457328,0.22299682583112956
frame_1,55.059017306574155,27.148165169863,0.1612578176151181,0.08177552180006165
frame_2,20.906015146830796,19.237572243959928,0.06122990461008467,0.057947286624090655
frame_3,20.325348706884576,51.53352694666245,0.059529238534867836,0.15522894567250511
frame_4,26.69591882991084,32.4567749736469,0.0781874762815235,0.09776608079442267
frame_5,29.400049604446878,42.87941020788426,0.08610738202229476,0.12916107303344215
frame_6,31.86501717161871,39.601964717104686,0.0933268223577603,0.11928877361641635
frame_7,47.42564367071399,31.462824792183003,0.13890105874480288,0.09477211069648377
